Datetime,PJME_MW,log_electric_consumption
2002-06-07,710618.0,13.473890292954692
2002-06-08,630612.0,13.354446055407758
2002-06-09,644785.0,13.376672206876671
2002-06-10,842135.0,13.643695612914144
2002-06-11,916543.0,13.728364262782685
2002-06-12,949212.0,13.763387445688865
2002-06-13,789582.0,13.579258970488985
2002-06-14,709865.0,13.472830090093366
2002-06-15,627423.0,13.349376233295343
2002-06-16,615881.0,13.330809042035463
2002-06-17,743860.0,13.519608124065638
2002-06-18,758100.0,13.538570582044395
2002-06-19,772430.0,13.557296668761529
2002-06-20,804631.0,13.59813906621697
2002-06-21,815867.0,13.612006630465821
2002-06-22,774474.0,13.559939368230383
2002-06-23,798612.0,13.590630499794383
2002-06-24,979873.0,13.795178250412272
2002-06-25,1009509.0,13.824974631999895
2002-06-26,1042318.0,13.856957637078441
2002-06-27,1027375.0,13.842517563450802
2002-06-28,911246.0,13.72256817272061
2002-06-29,816514.0,13.612799337602059
2002-06-30,808428.0,13.602846900230434
2002-07-01,945138.0,13.759086227560314
2002-07-02,1037579.0,13.852400672766452
2002-07-03,1100265.0,13.911061617845572
2002-07-04,1021888.0,13.837162454699373
2002-07-05,940684.0,13.754362549204785
2002-07-06,734859.0,13.50743392305726
2002-07-07,708865.0,13.471420378357365
2002-07-08,896083.0,13.705788321595382
2002-07-09,988249.0,13.803689969268715
2002-07-10,923274.0,13.735681327502856
2002-07-11,778413.0,13.565012510639448
2002-07-12,771706.0,13.556358927457584
2002-07-13,712285.0,13.476233391201962
2002-07-14,702322.0,13.462147267300786
2002-07-15,914836.0,13.726500093220473
2002-07-16,952913.0,13.767278887808024
2002-07-17,978813.0,13.794095892031724
2002-07-18,1058488.0,13.87235203269544
2002-07-19,1025907.0,13.841087657329648
2002-07-20,881769.0,13.689685395923982
2002-07-21,852133.0,13.655497896914987
2002-07-22,1007791.0,13.823271364845438
2002-07-23,1064356.0,13.877880479388322
2002-07-24,888279.0,13.69704116181641
2002-07-25,823389.0,13.621184028986539
2002-07-26,757130.0,13.53729024819078
2002-07-27,728853.0,13.499227344566954
2002-07-28,859107.0,13.663648756654878
2002-07-29,1100994.0,13.911723966098688
2002-07-30,1098451.0,13.90941156353062
2002-07-31,1048352.0,13.862729965331377
2002-08-01,1068775.0,13.882023690772389
2002-08-02,1077242.0,13.889914629133498
2002-08-03,940315.0,13.753970204493562
2002-08-04,951684.0,13.765988325898517
2002-08-05,1042815.0,13.857434345287857
2002-08-06,876309.0,13.683474047446525
2002-08-07,767298.0,13.550630531619937
2002-08-08,779124.0,13.565925490619232
2002-08-09,803163.0,13.596312961121491
2002-08-10,781112.0,13.568473824430066
2002-08-11,823847.0,13.621740112039365
2002-08-12,1009674.0,13.82513806443803
2002-08-13,1076072.0,13.888827931963332
2002-08-14,1093929.0,13.90528636040645
2002-08-15,1087066.0,13.898992881831406
2002-08-16,1072652.0,13.885644644684003
2002-08-17,993094.0,13.808580601185554
2002-08-18,985513.0,13.800917596761373
2002-08-19,1067386.0,13.880723226813204
2002-08-20,1007164.0,13.822649018420591
2002-08-21,927748.0,13.740515423167354
2002-08-22,938019.0,13.751525483646754
2002-08-23,943801.0,13.757670617820377
2002-08-24,810195.0,13.60503023841596
2002-08-25,779610.0,13.566549073624092
2002-08-26,849061.0,13.651886311946845
2002-08-27,863395.0,13.668627571028141
2002-08-28,793552.0,13.58427434925261
2002-08-29,723440.0,13.491772891414362
2002-08-30,707667.0,13.469728923048732
2002-08-31,641710.0,13.37189176722323
2002-09-01,595035.0,13.296375506327143
2002-09-02,613365.0,13.326715470019037
2002-09-03,790708.0,13.580684025625137
2002-09-04,914630.0,13.726274890892723
2002-09-05,831648.0,13.631164553357976
2002-09-06,769045.0,13.552904764330963
2002-09-07,693882.0,13.45005719621396
2002-09-08,684631.0,13.436635285969475
2002-09-09,828157.0,13.626958028919594
2002-09-10,893093.0,13.702445997773161
2002-09-11,824715.0,13.622793151088196
2002-09-12,727273.0,13.497057201845669
2002-09-13,737128.0,13.510516833160557
2002-09-14,716162.0,13.481661677333772
2002-09-15,738657.0,13.512588951452972
2002-09-16,848934.0,13.651736723755787
2002-09-17,798300.0,13.590239745633891
2002-09-18,771670.0,13.55631227647946
2002-09-19,782616.0,13.570397433221068
2002-09-20,809783.0,13.604521589522108
2002-09-21,778833.0,13.565551924463833
2002-09-22,764796.0,13.547364410580128
2002-09-23,776169.0,13.562125558959126
2002-09-24,721652.0,13.48929830721846
2002-09-25,712228.0,13.476153363852221
2002-09-26,706482.0,13.46805300307515
2002-09-27,727777.0,13.497749961572355
2002-09-28,667782.0,13.411717051950523
2002-09-29,599185.0,13.30332567749397
2002-09-30,698321.0,13.456434161416455
2002-10-01,739574.0,13.513829623739815
2002-10-02,811988.0,13.60724084070949
2002-10-03,839163.0,13.640160245483097
2002-10-04,782927.0,13.570794739464448
2002-10-05,744534.0,13.520513798297152
2002-10-06,598611.0,13.302367250443055
2002-10-07,713104.0,13.47738255131212
2002-10-08,672220.0,13.418340946880218
2002-10-09,678633.0,13.427835759681278
2002-10-10,692637.0,13.448261331412096
2002-10-11,692971.0,13.44874343025458
2002-10-12,619249.0,13.336262732493621
2002-10-13,587239.0,13.283187170970672
2002-10-14,654397.0,13.391469479908087
2002-10-15,688532.0,13.442317073921185
2002-10-16,695297.0,13.452094371393493
2002-10-17,688367.0,13.442077404924708
2002-10-18,683060.0,13.434337982425141
2002-10-19,622845.0,13.342052970667021
2002-10-20,588313.0,13.285014398177667
2002-10-21,681969.0,13.432739481247056
2002-10-22,696379.0,13.453649331338212
2002-10-23,694997.0,13.45166280799085
2002-10-24,714819.0,13.479784642775925
2002-10-25,711390.0,13.474976081608265
2002-10-26,622769.0,13.341930942494418
2002-10-27,576612.0,13.264924875624406
2002-10-28,694956.0,13.451603813190289
2002-10-29,735200.0,13.507897850023614
2002-10-30,761711.0,13.543322497637725
2002-10-31,741290.0,13.516147190738634
2002-11-01,737843.0,13.511486343823487
2002-11-02,679193.0,13.428660607683527
2002-11-03,656181.0,13.39419194450293
2002-11-04,731311.0,13.502594092852467
2002-11-05,735184.0,13.507876087001165
2002-11-06,727403.0,13.497235935804772
2002-11-07,732357.0,13.504023378972091
2002-11-08,719626.0,13.486486911589791
2002-11-09,630185.0,13.35376870605441
2002-11-10,598971.0,13.302968461902218
2002-11-11,688117.0,13.441714160596769
2002-11-12,702563.0,13.462490355884356
2002-11-13,719981.0,13.486980101755156
2002-11-14,721928.0,13.489680689910605
2002-11-15,696076.0,13.453214128757471
2002-11-16,660613.0,13.40092347082482
2002-11-17,662879.0,13.40434774874142
2002-11-18,746560.0,13.523231267815202
2002-11-19,770987.0,13.555426791184118
2002-11-20,738839.0,13.512835314219329
2002-11-21,740437.0,13.514995831420446
2002-11-22,719982.0,13.486981490679733
2002-11-23,694056.0,13.450307927876198
2002-11-24,652197.0,13.388101942510769
2002-11-25,729006.0,13.4994372414096
2002-11-26,733487.0,13.505565153163397
2002-11-27,764195.0,13.546578271183687
2002-11-28,695280.0,13.452069921111342
2002-11-29,722226.0,13.490093388285196
2002-11-30,673470.0,13.420198730410624
2002-12-01,713296.0,13.477651760511726
2002-12-02,791862.0,13.582142413190345
2002-12-03,843500.0,13.64531518096816
2002-12-04,876796.0,13.684029633121686
2002-12-05,866240.0,13.671917285408073
2002-12-06,829958.0,13.629130376082797
2002-12-07,791071.0,13.581143002519346
2002-12-08,745114.0,13.521292505789539
2002-12-09,855047.0,13.658911717168294
2002-12-10,881712.0,13.689620751053955
2002-12-11,864566.0,13.669982925899298
2002-12-12,807515.0,13.601716909757814
2002-12-13,811306.0,13.606400573893835
2002-12-14,729167.0,13.49965806568855
2002-12-15,696062.0,13.453194015808899
2002-12-16,791122.0,13.581207470002159
2002-12-17,849753.0,13.652700998002263
2002-12-18,859524.0,13.664134026626364
2002-12-19,808676.0,13.603153621383735
2002-12-20,746486.0,13.523132141599318
2002-12-21,714734.0,13.479665724484542
2002-12-22,685294.0,13.437603222245933
2002-12-23,742869.0,13.51827499590742
2002-12-24,733142.0,13.505094686526828
2002-12-25,708813.0,13.471347018962605
2002-12-26,770556.0,13.55486761117911
2002-12-27,790472.0,13.580385514384478
2002-12-28,744303.0,13.520203488972689
2002-12-29,698221.0,13.456290950542494
2002-12-30,770258.0,13.554480802643212
2002-12-31,709463.0,13.472263624821421
2003-01-01,662489.0,13.403759232931085
2003-01-02,770850.0,13.555249081088485
2003-01-03,808842.0,13.60335887412353
2003-01-04,749169.0,13.5267198712267
2003-01-05,742710.0,13.518060937953441
2003-01-06,816344.0,13.612591113738606
2003-01-07,849052.0,13.65187571194555
2003-01-08,808050.0,13.60237921677679
2003-01-09,763482.0,13.545644827724407
2003-01-10,766950.0,13.550176889176255
2003-01-11,773219.0,13.558317599216673
2003-01-12,771243.0,13.555758777985506
2003-01-13,842164.0,13.643730048605196
2003-01-14,861956.0,13.66695950425951
2003-01-15,874241.0,13.681111360334457
2003-01-16,898591.0,13.70858325998825
2003-01-17,876869.0,13.684112887335054
2003-01-18,867789.0,13.673703876534315
2003-01-19,826314.0,13.624730125544655
2003-01-20,852036.0,13.655384058439925
2003-01-21,902195.0,13.712585961932652
2003-01-22,941421.0,13.755145714902417
2003-01-23,977529.0,13.792783237920768
2003-01-24,949851.0,13.764060409170451
2003-01-25,833523.0,13.633416575273369
2003-01-26,787929.0,13.577163263257788
2003-01-27,932653.0,13.74578849210829
2003-01-28,947608.0,13.761696193611883
2003-01-29,874231.0,13.681099921775532
2003-01-30,863639.0,13.668910136399319
2003-01-31,836064.0,13.636460444160576
2003-02-01,760686.0,13.54197593671455
2003-02-02,713572.0,13.478038621809958
2003-02-03,780897.0,13.568198537922296
2003-02-04,784233.0,13.572461449056743
2003-02-05,828718.0,13.627635207368709
2003-02-06,855607.0,13.659566437550094
2003-02-07,829265.0,13.62829504528001
2003-02-08,787122.0,13.576138534445048
2003-02-09,769999.0,13.554144495127725
2003-02-10,832996.0,13.632784119216682
2003-02-11,852119.0,13.655481467419818
2003-02-12,867064.0,13.67286807080068
2003-02-13,892147.0,13.701386196190692
2003-02-14,861222.0,13.666107589896175
2003-02-15,801343.0,13.594044349124319
2003-02-16,862752.0,13.667882559126209
2003-02-17,846447.0,13.648802867845044
2003-02-18,825056.0,13.623206541801036
2003-02-19,826859.0,13.625389463701937
2003-02-20,783744.0,13.571837715397571
2003-02-21,796107.0,13.58748887790323
2003-02-22,748400.0,13.525692873382072
2003-02-23,721328.0,13.488849236537725
2003-02-24,827240.0,13.625850137466612
2003-02-25,834424.0,13.634496945438173
2003-02-26,889338.0,13.698232644712085
2003-02-27,873091.0,13.679795067648186
2003-02-28,824577.0,13.622625806554515
2003-03-01,748310.0,13.525572609603373
2003-03-02,700764.0,13.459926447421829
2003-03-03,847080.0,13.649550420177517
2003-03-04,849945.0,13.65292692049063
2003-03-05,769167.0,13.553063390060387
2003-03-06,806904.0,13.600959981068083
2003-03-07,834033.0,13.634028248903402
2003-03-08,717468.0,13.483483626318199
2003-03-09,664541.0,13.406851855758749
2003-03-10,823702.0,13.621564092994864
2003-03-11,839563.0,13.640636797353467
2003-03-12,780721.0,13.567973130683464
2003-03-13,753423.0,13.532382102045935
2003-03-14,775372.0,13.561098193172334
2003-03-15,687824.0,13.441288270236022
2003-03-16,626345.0,13.347656616483231
2003-03-17,683281.0,13.434661474147818
2003-03-18,684891.0,13.43701498049519
2003-03-19,723444.0,13.491778420537637
2003-03-20,774805.0,13.56036666377242
2003-03-21,709761.0,13.472683572630054
2003-03-22,616763.0,13.33224011240213
2003-03-23,594768.0,13.295926692524384
2003-03-24,680297.0,13.430284746504231
2003-03-25,684539.0,13.43650089798239
2003-03-26,687444.0,13.440735650659807
2003-03-27,689266.0,13.443382542254623
2003-03-28,682895.0,13.434096393206167
2003-03-29,615000.0,13.329377546788654
2003-03-30,648066.0,13.381747821999715
2003-03-31,763535.0,13.545714244109453
2003-04-01,765738.0,13.54859535366136
2003-04-02,706281.0,13.467768454284792
2003-04-03,687304.0,13.440531976967634
2003-04-04,705962.0,13.46731669066419
2003-04-05,660670.0,13.401009750599911
2003-04-06,600728.0,13.305897532037601
2003-04-07,769731.0,13.553796382143362
2003-04-08,789187.0,13.578758580617835
2003-04-09,780419.0,13.567586233923702
2003-04-10,745675.0,13.522045127423427
2003-04-11,747487.0,13.5244721927914
2003-04-12,630247.0,13.353867085022971
2003-04-13,588285.0,13.28496680333218
2003-04-14,677940.0,13.426814067431346
2003-04-15,680660.0,13.430818194671378
2003-04-16,697921.0,13.455861194823353
2003-04-17,680162.0,13.430086284072885
2003-04-18,689071.0,13.443099592582227
2003-04-19,609643.0,13.320628818924625
2003-04-20,559557.0,13.234900678220644
2003-04-21,654351.0,13.391399183716585
2003-04-22,675182.0,13.42273756314076
2003-04-23,691008.0,13.445906680106813
2003-04-24,694850.0,13.451451273914728
2003-04-25,672881.0,13.419323772784304
2003-04-26,610971.0,13.322804773852198
2003-04-27,573638.0,13.259753814329853
2003-04-28,669222.0,13.413871122629148
2003-04-29,676552.0,13.42476458986213
2003-04-30,670164.0,13.415277737533765
2003-05-01,691939.0,13.447253080425325
2003-05-02,706729.0,13.468402561637198
2003-05-03,589769.0,13.287486213792082
2003-05-04,566422.0,13.247094662415233
2003-05-05,674607.0,13.42188557807527
2003-05-06,682201.0,13.433079614811401
2003-05-07,698607.0,13.456843631344748
2003-05-08,696054.0,13.4531825225138
2003-05-09,673980.0,13.42095571586367
2003-05-10,604284.0,13.31179956508369
2003-05-11,598201.0,13.301682096858299
2003-05-12,673442.0,13.42015715382655
2003-05-13,671286.0,13.416950554652022
2003-05-14,673181.0,13.419769517489923
2003-05-15,677956.0,13.426837668061484
2003-05-16,676096.0,13.424090356776695
2003-05-17,612964.0,13.326061485624486
2003-05-18,587162.0,13.283056040291951
2003-05-19,677813.0,13.426626717670187
2003-05-20,680027.0,13.429887782246384
2003-05-21,681021.0,13.431348421660605
2003-05-22,681579.0,13.432167444163454
2003-05-23,671718.0,13.417593888573439
2003-05-24,598036.0,13.301406231789677
2003-05-25,566925.0,13.247982298828488
2003-05-26,578300.0,13.26784804414631
2003-05-27,665287.0,13.407973805481953
2003-05-28,678314.0,13.427365586556054
2003-05-29,683721.0,13.43530521865616
2003-05-30,693320.0,13.449246932055246
2003-05-31,618072.0,13.334360234508033
2003-06-01,584338.0,13.278234861512555
2003-06-02,671015.0,13.416546770398442
2003-06-03,679763.0,13.429499486990034
2003-06-04,688130.0,13.44173305255439
2003-06-05,690263.0,13.444827963370933
2003-06-06,692136.0,13.44753774708187
2003-06-07,625679.0,13.346592739013124
2003-06-08,593041.0,13.293018815556078
2003-06-09,704373.0,13.46506332437552
2003-06-10,742625.0,13.517946485658042
2003-06-11,793879.0,13.584686335669184
2003-06-12,853247.0,13.656804350794417
2003-06-13,821580.0,13.618984594554334
2003-06-14,763682.0,13.545906751134263
2003-06-15,747989.0,13.52514355096613
2003-06-16,738609.0,13.512523966541632
2003-06-17,700228.0,13.459161275277873
2003-06-18,724791.0,13.49363861641527
2003-06-19,773759.0,13.55901573457727
2003-06-20,735935.0,13.508897078593604
2003-06-21,633633.0,13.359225201459397
2003-06-22,608607.0,13.31892801818629
2003-06-23,790980.0,13.581027961980071
2003-06-24,898640.0,13.708637788315452
2003-06-25,956702.0,13.771247232183567
2003-06-26,1036745.0,13.851596555333554
2003-06-27,1005493.0,13.820988526460019
2003-06-28,779238.0,13.56607179808849
2003-06-29,792584.0,13.58305377280749
2003-06-30,936056.0,13.749430582729872
2003-07-01,884672.0,13.69297223382403
2003-07-02,868816.0,13.674886644198493
2003-07-03,814113.0,13.609854455988804
2003-07-04,827043.0,13.625611967817367
2003-07-05,905305.0,13.71602718247932
2003-07-06,911677.0,13.723041039657975
2003-07-07,992359.0,13.807840215960042
2003-07-08,1014793.0,13.830195208772555
2003-07-09,968649.0,13.783657596149927
2003-07-10,805043.0,13.598650971123178
2003-07-11,858933.0,13.663446200252704
2003-07-12,787143.0,13.576165213561971
2003-07-13,749689.0,13.52741373284783
2003-07-14,830918.0,13.630286392675137
2003-07-15,872057.0,13.678610067727266
2003-07-16,939385.0,13.752980684808628
2003-07-17,891350.0,13.700492446380007
2003-07-18,858494.0,13.662934970361057
2003-07-19,769910.0,13.554028903881619
2003-07-20,756917.0,13.537008883079386
2003-07-21,944239.0,13.758134591049606
2003-07-22,959305.0,13.773964342926304
2003-07-23,897854.0,13.707762750547273
2003-07-24,896023.0,13.705721361270465
2003-07-25,883964.0,13.692171616808636
2003-07-26,850910.0,13.654061644030902
2003-07-27,878437.0,13.685899470890368
2003-07-28,936559.0,13.749967799415733
2003-07-29,865124.0,13.67062812824117
2003-07-30,836739.0,13.637267472886176
2003-07-31,840196.0,13.641390476934841
2003-08-01,868529.0,13.67455625500969
2003-08-02,868813.0,13.674883191217448
2003-08-03,867294.0,13.673133298627171
2003-08-04,945997.0,13.759994676781629
2003-08-05,920799.0,13.732997050377056
2003-08-06,901603.0,13.711929569120091
2003-08-07,880294.0,13.688011221567539
2003-08-08,906738.0,13.717608822979827
2003-08-09,835581.0,13.635882570253806
2003-08-10,830991.0,13.630374243454026
2003-08-11,918935.0,13.730970669783089
2003-08-12,953600.0,13.767999575293222
2003-08-13,991426.0,13.806899589764368
2003-08-14,1002128.0,13.81763629697929
2003-08-15,998267.0,13.813776054582616
2003-08-16,874542.0,13.681455599731766
2003-08-17,804489.0,13.597962572232221
2003-08-18,865601.0,13.67117934234171
2003-08-19,888485.0,13.69727304404829
2003-08-20,940132.0,13.753775569919359
2003-08-21,1002926.0,13.818432285558286
2003-08-22,1041440.0,13.856114928806214
2003-08-23,832322.0,13.63197466416149
2003-08-24,679563.0,13.429205223507331
2003-08-25,844483.0,13.646479884772788
2003-08-26,910719.0,13.72198967641064
2003-08-27,924912.0,13.737453876833793
2003-08-28,907598.0,13.718556828271469
2003-08-29,919946.0,13.732070251650391
2003-08-30,861813.0,13.66679358875653
2003-08-31,676765.0,13.425079371988948
2003-09-01,718288.0,13.484625881811692
2003-09-02,801362.0,13.594068059039744
2003-09-03,785687.0,13.574313773271653
2003-09-04,830787.0,13.630128723293062
2003-09-05,779569.0,13.566496481843405
2003-09-06,666288.0,13.409477288483
2003-09-07,657932.0,13.396856861502105
2003-09-08,774301.0,13.559715965863068
2003-09-09,761546.0,13.543105856584186
2003-09-10,736000.0,13.508985397711013
2003-09-11,752640.0,13.53134230481229
2003-09-12,722950.0,13.491095342456273
2003-09-13,694362.0,13.450748717328588
2003-09-14,749990.0,13.52781515209027
2003-09-15,838947.0,13.639902813013006
2003-09-16,786609.0,13.575486580561988
2003-09-17,749684.0,13.527407063393332
2003-09-18,710654.0,13.473940951801145
2003-09-19,689334.0,13.443481193059867
2003-09-20,686912.0,13.439961469841196
2003-09-21,643273.0,13.374324485431696
2003-09-22,749594.0,13.527287005605372
2003-09-23,763624.0,13.545830800407915
2003-09-24,714774.0,13.47972168779501
2003-09-25,745073.0,13.521237479138506
2003-09-26,755393.0,13.534993422603844
2003-09-27,721828.0,13.489542162347554
2003-09-28,659638.0,13.399446478681286
2003-09-29,683965.0,13.435662025704836
2003-09-30,679473.0,13.429072776684539
2003-10-01,684206.0,13.436014320852873
2003-10-02,687248.0,13.440450495874112
2003-10-03,688944.0,13.442915269479272
2003-10-04,625937.0,13.347005006040158
2003-10-05,596227.0,13.298376746017196
2003-10-06,682179.0,13.43304736573123
2003-10-07,694816.0,13.451402341293498
2003-10-08,699297.0,13.457830823678465
2003-10-09,707836.0,13.469967707425456
2003-10-10,690531.0,13.445216145827354
2003-10-11,614244.0,13.328147522325951
2003-10-12,597463.0,13.300447636184197
2003-10-13,678389.0,13.42747614870573
2003-10-14,690256.0,13.444817822257338
2003-10-15,681331.0,13.431803516974224
2003-10-16,689442.0,13.44363785375054
2003-10-17,679684.0,13.429383263260695
2003-10-18,615388.0,13.330008242167448
2003-10-19,599599.0,13.30401637743067
2003-10-20,686573.0,13.439467835026278
2003-10-21,692168.0,13.447583979701305
2003-10-22,689187.0,13.443267921008797
2003-10-23,726272.0,13.495679879288414
2003-10-24,723865.0,13.492360189892866
2003-10-25,645856.0,13.378331847699846
2003-10-26,587920.0,13.284346163202752
2003-10-27,698891.0,13.457250072003568
2003-10-28,704053.0,13.464608916397383
2003-10-29,712831.0,13.476999644653212
2003-10-30,711431.0,13.475033713594314
2003-10-31,689104.0,13.443147482001214
2003-11-01,623191.0,13.34260833184261
2003-11-02,604127.0,13.311539719715048
2003-11-03,704181.0,13.46479070436778
2003-11-04,703638.0,13.46401929834623
2003-11-05,714552.0,13.479411051870407
2003-11-06,710084.0,13.473138551878593
2003-11-07,683484.0,13.434958525947495
2003-11-08,648382.0,13.382235307816744
2003-11-09,672490.0,13.418742520459098
2003-11-10,766441.0,13.549513001076358
2003-11-11,749218.0,13.526785274890795
2003-11-12,720222.0,13.487314776800618
2003-11-13,726315.0,13.49573908400388
2003-11-14,762914.0,13.54490059093891
2003-11-15,668891.0,13.413376396089983
2003-11-16,648927.0,13.383075508620195
2003-11-17,711925.0,13.475727847767121
2003-11-18,729692.0,13.500377806283993
2003-11-19,719434.0,13.486220070733761
2003-11-20,716784.0,13.48252981896516
2003-11-21,715736.0,13.481066662866864
2003-11-22,641221.0,13.371129450272933
2003-11-23,625886.0,13.346923524872249
2003-11-24,709820.0,13.472766695748824
2003-11-25,754085.0,13.5332603727318
2003-11-26,762924.0,13.544913698490303
2003-11-27,629639.0,13.352901918258361
